id,story_title,story_subtitle,country_code1,country_name,story_narrative,story_summary,story_biography,documenturl1,name,Politicians,Publico,Relacion,Tipo_relacion
48,Exministro de Hacienda de Buenos Aires,Néstor Grindetti,ARG,Argentina,"Entre julio de 2010 y junio de 2013, Grindetti tenía un poder legal sobre Mercier International SA, constituida en Panamá en 2010, para gestionar fondos de la compañía depositados en el banco privado suizo Clariden Leu Limited. Las únicas acciones de Mercier eran al portador, un tipo de acciones que ayuda a ocultar la titularidad de las sociedades. Durante el periodo en que Grindetti gestionaba los activos de Mercier, trabajó como ministro de Hacienda de Buenos Aires, nombrado por Mauricio Macri, quien entonces lideraba el gobierno de la capital y ahora es presidente de Argentina. Grindetti no reveló su vinculación con Mercier ni la cuenta bancaria en Suiza en sus declaraciones patrimoniales anuales desde 2010 a 2013.",La sociedad offshore utilizaba una cuenta bancaria suiza,"Néstor Grindetti trabajó como ministro de Hacienda de Buenos Aires cuando la ciudad estaba gobernada por el actual presidente de Argentina, Mauricio Macri. En diciembre de 2015, Grindetti juró su cargo como alcalde de Lanús, una ciudad industrial al sur de Buenos Aires dentro del área metropolitana de Buenos Aires. Economista de formación, Grindetti trabajó más de 25 años para el imperio empresarial creado por el padre de Macri. También dirigió la fundación 'Creer y Crecer' creada en 2001 por el joven Macri. Tanto él como el presidente son miembros del partido político de centro-derecha conocido como PRO.",https://www.documentcloud.org/documents/2782939-Grindetti-Nestordoc1r.html,Néstor Grindetti,"Alcalde de Lanús, Argentina ( desde 2015); ministro de Hacienda de la Ciudad Autónoma de Buenos Aires (2007-2015)",Si,No,No
49,Primer ministro de Islandia,Sigmundur Davíð Gunnlaugsson,ISL,Islandia,"Gunnlaugsson y Pálsdóttir eran dueños de una sociedad fantasma de Islas Vírgenes Británicas llamada Wintris, que tenía casi 4 millones de dólares en bonos en los tres principales bancos islandeses. Esos bancos se hundieron en 2008, y Gunnlaugsson hizo campaña contra el rescate de los acreedores extranjeros. No está claro si el perfil político de Gunnlaugsson benefició o perjudicó el valor de los bonos en poder de Wintris. En 2009, Gunnlaugsson entró en el parlamento, pero no declaró ser propietario de Wintris. El último día de 2009, vendió su 50 por ciento de participación en Wintris a Pálsdóttir por un dólar. Mossack Fonseca señaló en abril de 2013 que Pálsdóttir era una persona expuesta políticamente, pero los registros internos sugieren que la firma no hizo nada al respecto.",Una sociedad offshore mantuvo bonos por millones de dólares en bancos islandeses que se hundieron,"Sigmundur Davíð Gunnlaugsson es el primer ministro de Islandia. Ex periodista y locutor de radio, Gunnlaugsson ayudó a dirigir una campaña contra el rescate de los bancos después de la crisis financiera de Islandia en 2008 y se convirtió en presidente del Partido Progresista poco después. Entró en el Parlamento en 2009 y llevó a los progresistas a la victoria en 2013, convirtiéndose a los 38 años en el primer ministro más joven de la historia del país. Su esposa, Anna Sigurlaug Pálsdóttir, es la hija de un rico propietario de concesionarios de Toyota en Islandia.",https://www.documentcloud.org/documents/2779716-Gunnlaugsson-Singurlagdoc2.html,Sigmundur Davíð Gunnlaugsson,"Primer ministro de Islandia (2013-presente), Diputado (2009-current), Presidente del Partido Progresista (2009-presente)",Si,No,No
50,Familia del primer ministro de Azerbaiyán,"Esposa, hijos y hermana del primer ministro Ilham Aliyev",AZE,Azerbaiyán,"En 2005, la esposa del presidente Aliyev, Mehriban Aliyeva, se convirtió en uno de los dos administradores de la panameña UF Universe Foundation, constituida en 2003. Según una compleja propuesta que se presentó a Mossack Fonseca en 2005, UF Universe Foundation tendría el control en última instancia de AtaHolding, un importante conglomerado azerí. La propuesta de 2005 designaba como beneficiarios a los tres hijos del presidente Aliyev, además de otros miembros de alto rango de la autoridad fiscal de Azerbaiyán. A través de Mossack Fonseca, se constituyeron dos sociedades secretas que tendrían un papel central según la propuesta, aunque no quedó claro si dicha propuesta fue finalmente aprobada o no. UF Universe Foundation quedó inactiva en enero de 2007, pero en enero de 2014, su representante solicitó a Mossack Fonseca que la reactivara. Además, las hijas de Aliyev controlaban una sociedad constituida en Panamá y otras dos en Islas Vírgenes Británicas. La sociedad panameña tenía una participación significativa en un consorcio de empresas que exploran yacimientos de oro en Azerbaiyán. La hermana de Aliyev era la única accionista y propietaria de una sociedad de Islas Vírgenes Británicas constituida en diciembre de 2005. En documentos del registro aparece con una dirección en un barrio del oeste de Londres donde el precio medio por casa es de 9 millones de dólares.","Sprawling offshore complex held interests in gold mining, real estate and a business conglomerate","La familia del presidente de Azerbaiyán Ilham Aliyev lleva una vida fastuosa y de ensueño, gracias en parte a sus intereses económicos en casi todos los sectores de la economía. Su esposa, Mehriban, proviene de una familia poderosa y privilegiada, los Pashayev, que posee bancos, empresas aseguradoras y de construcción, una cadena de televisión y una línea de cosméticos. Mehriban ha liderado la Heydar Aliyev Foundation, una sobresaliente organización azerí sin ánimo de lucro que ha construido escuelas, hospitales y el mayor complejo deportivo en el país. Su hija mayor, Leyla, editora de la revista Bakú, y su hermana Arzu tienen participaciones en una empresa que consiguió los derechos de la mina de oro de Chovdar, un pueblo situado al oeste, y en Azerfon, la mayor empresa de telefonía móvil del país. Arzu también es una accionista principal de SW Holding, que controla casi todas las operaciones relacionadas con Azerbaijan Airlines (Azal), desde las comidas hasta los taxis del aeropuerto. Las dos hermanas y su hermano Heydar mantenían propiedades en Dubai por valor de aproximadamente 75 millones de doláres en 2010. Heydar es el propietario legal de nueve mansiones de lujo en Dubai compradas por unos 44 millones de dólares. La hermana del presidente, Sevil Aliyeva, residente en Londres desde hace muchos años, fundó Space TV, un canal de noticias y entretenimiento en Azerbaiyán.",https://www.documentcloud.org/documents/2782969-Aliyev-Familydoc2r.html,Mehriban Aliyeva,No,No,Esposa,Pariente
51,Relacionado con pago de sobornos en Brasil,Idalécio de Oliveira,BRA,Brasil,"Idalécio de Oliveira era propietario de un conglomerado llamado Lusitania Group, formado por 14 sociedades constituidas en Islas Vírgenes Británicas entre 2003 y 2011, con participaciones en actividades petroleras, de gas y de minería. En octubre de 2015, un informe del fiscal general de Brasil vinculó a De Oliveira con el escándalo de corrupción de Brasil conocido como 'Lava Jato' (""lavado de coches""). En 2011, la empresa estatal de energía Petrobras adquirió una participación del 50% de un yacimiento petrolífero en Benín controlado por las sociedades de Oliveira. Doce de sus catorce sociedades offshore se constituyeron pocos meses antes de su acuerdo con Petrobras. Según el informe del fiscal general, en mayo de 2011 De Oliveira transfirió 10 millones de dólares a una cuenta bancaria suiza de João Augusto Rezende Henriques, un lobista del partido brasileño PMDB, a través de Acona International Investments Limited, una sociedad de Seychelles también constituida por Mossack Fonseca en 2010. Durante las semanas siguientes, según el informe, Rezende Henriques transfirió 1,5 millones de dólares a una cuenta bancaria suiza controlada por Eduardo Cunha, presidente de la Cámara de Diputados de Brasil y diputado desde 2003.",La mayoría de sus sociedades offshore implicadas en el escándalo de Brasil se crearon justo antes del contrato en disputa,"Idalécio de Castro Rodrigues de Oliveira es un ejecutivo portugués que, según el fiscal general de Brasil, aportó dinero utilizado como presunto soborno a Eduardo Cunha, presidente de la Cámara de Diputados de Brasil, quien actualmente está siendo procesado por presunta corrupción. De Oliveira es el director general de Lusitania Group, que adquirió ciertas licencias de petróleo en África Occidental en 2011 y se asoció con el gigante petrolero brasileño Petrobras, que actualmente se encuentra en el corazón de la mayor investigación por corrupción de la historia del país. Cunha ha negado reiteradamente las acusaciones en su contra y recientemente declaró ante varios periodistas: ""No estoy preocupado... Voy a seguir trabajando"".",https://www.documentcloud.org/documents/2779573-De-Oliveira-Idaleciodoc2.html,Idalécio de Oliveira,No,No,Socio,Socio
52,Ministro de Energía y Sanidad en Malta,Konrad Mizzi,MLT,Malta,"En julio de 2013, cuatro meses después de que Mizzi se uniera al Gobierno maltés, una empresa de contabilidad de Malta compró varias sociedades panameñas a Mossack Fonseca, incluida Hearnville Inc. En junio de 2015, Mizzi estableció un fideicomiso en Nueva Zelanda, que actúa como accionista de Hearnville. Los beneficiarios de este fideicomiso son su esposa -cónsul de Malta en Shanghai- y sus dos hijos. En junio de 2015, Mizzi dijo a Mossack Fonseca que usaría Hearnville como una consultora de gestión y agente de bolsa. Mizzi ha asegurado al respecto que ""rellenó un texto standard que fue incluido en un formulario que era parte de procedimiento de adquisición de la compañía"".",Una sociedad panameña offshore era propiedad de un fideicomiso familiar,"Konrad Mizzi es el ministro de Energía y Sanidad de la República de Malta. Fue elegido diputado en 2013 y se convirtió en el segundo líder del Partido Laborista de Malta en febrero de 2016. Debido al rápido ascenso de Mizzi, un experto llegó a llamarlo ""uno de los políticos más exitosos de la historia reciente"". Ese mismo mes, tras investigaciones periodísticas, Mizzi anunció que cerraría una sociedad offshore panameña propiedad de un fideicomiso de Nueva Zelanda que él había creado. Mizzi dijo que había declarado la sociedad y que la estaba cerrando en aras de la transparencia. El principal partido opositor de Malta ha pedido una investigación.",https://www.documentcloud.org/documents/2782979-Mizzi-Konraddoc1r.html,Konrad Mizzi,"Ministro maltés de Energía y Sanidad (desde 2014); secretario adjunto de Organización, Partido Laborista de Malta (desde 2016)",Si,No,No
53,Hija del ex primer ministro chino,Li Xiaolin,CHN,China,"Li Xiaolin y su marido Liu Zhiyuan eran los beneficiarios de la Fondation Silo, radicada en Liechtenstein y única accionista de Cofic Investments Ltd., una sociedad constituida en Islas Vírgenes Británicas cuando su padre Li Peng era primer ministro de China. El abogado suizo del matrimonio dijo a Mossack Fonseca que el origen de los fondos de Cofic eran beneficios empresariales generados tras ayudar a otros clientes de su bufete de abogados a exportar maquinaria pesada de Europa a China. Aparentemente, Mossack Fonseca no se dio cuenta de que Li Xiaolin era la hija de un ex primer ministro chino. Para ayudar a Mossack Fonseca en la verificación de antecedentes, el abogado de Li entregó un pasaporte expedido por la región administrativa especial de Hong Kong y una carta de presentación en la que ella figura como Xiaolin Liu-Li, lo que pudo haber hecho su vinculación con Li Peng más difícil.",Beneficios de una sociedad offshore atribuidos a exportaciones de maquinaria pesada,"Li Xiaolin es el segundo vástago y única hija del ex primer ministro chino Li Peng. Fue la vicepresidenta de China Power Investment Corporation, una empresa estatal de energía, y trabajó como delegada en la Conferencia Consultiva Política del Pueblo Chino (CPPCC), un órgano asesor del poder legislativo. Ha llegado a ser llamada ""la reina de la energía"" en China.",https://www.documentcloud.org/documents/2774440-Xiaolin-Lidoc1.html,Li Xiaolin,No,No,Hija,Pariente
54,Relacionado con el hijo del presidente de Senegal,Mamadou Pouye,SEN,Senegal,"Pouye first appeared in Mossack Fonseca's files in October 2008, instructing the law firm to open a bank account for the Panama company Seabury Inc. Between December 2008 and August 2012, two companies connected to Pouye — the Panamanian Latvae Group, of which he was shareholder, and Seabury, in which his role was unspecified — signed contracts worth about $35 million for consulting and advisory services relating to the port in Senegal's capital, Dakar. At the corruption trial against Pouye and Karim Wade, which has been criticized by the United Nations and human rights organizations for violating the rights of Wade, Pouye and others, authorities alleged that they enriched themselves through government contracts, involving the port, the airport and other activities.","Las sociedades offshore recibieron millones por servicios de consultoría relacionados con el puerto de la capital de Senegal, Dakar","Mamadou Pouye es un amigo de la infancia de Karim Wade, hijo del expresidente de Senegal, Abdoulaye Wade, y que ocupó varios ministerios clave durante la presidencia de su padre. Karim Wade y Pouye fueron detenidos en abril de 2013 después de las investigaciones sobre un escándalo de corrupción por el que Wade y sus colaboradores fueron acusados de acumular activos ilegales por un valor de 240 millones de dólares. Tras varios periodos de detención y un juicio en Senegal criticado por Naciones Unidas y organizaciones de derechos humanos por violar los derechos de Wade, Pouye y los demás acusados, Wade fue condenado a seis años de cárcel en marzo de 2015 por un juez que dijo que ocultaba fondos en sociedades offshore en Islas Vírgenes Británicas y Panamá. Pouye, que ha sido llamado el cerebro de las actividades de Wade, fue condenado a cinco años de prisión por complicidad en enriquecimiento ilícito. Wade y Pouye negaron haber hecho nada malo, y acusan al Gobierno de Senegal de llevar a cabo una caza de brujas.",https://www.documentcloud.org/documents/2778825-Pouye-Mamadoudoc1.html,Mamadou Pouye,No,No,Amigo,Socio
55,Cercano a la Agencia de Inteligencia chilena,Alfredo Ovalle Rodríguez,CHL,Chile,"En 2002, Alfredo Ovalle Rodríguez y Raimundo Langlois Vicuña recibieron un poder notarial para Sierra Leona SA, una sociedad panameña constituida en 1987. Ambos son administradores del grupo chileno Minera Las Cenizas. Utilizaron Sierra Leona para invertir en los sectores de minería y distribución de alimentos en Chile, para recibir dividendos de sus inversiones y para abrir cuentas bancarias, incluidas sus cuentas en Terrabank en Miami, HSBC Bank en Panamá, Bank American Express, Credit Suisse, Multibank y Banco General. Solo Credicorp Bank se negó, en 2013, a abrir una cuenta bancaria después de que se supiera que Ovalle era el propietario. Ovalle y Langlois también son propietarios de Cibelys SA, una sociedad panameña gestionada por un bufete de abogados.",Una sociedad offshore invirtió en minería y en distribución de alimentos,"Alfredo Ovalle Rodríguez fue presidente de la organización empresarial más grande e importante de Chile entre 2006 y 2008. Fue también presidente de la Sociedad Nacional de Minería de Chile (Sonami) desde 2005 hasta su dimisión a finales de 2009, tras las preguntas planteadas por el Centro Chileno de Investigación Periodística (CIPER) acerca de sus lazos de toda la vida con el exjefe de finanzas de la DINA , la policía secreta durante el Gobierno de Augusto Pinochet. Ovalle fue el vínculo entre Humberto Olavarría Aranguren -que trabajó para la DINA y fue su socio en sociedades nacionales y extranjeras- y el antiguo presidente de Panamá, Guillermo Endara, quien había explicado a Ovalle durante la década de 1960 en Nueva York las ventajas de constituir sociedades en Panamá. Endara ayudó a Olavarría a crear sociedades vinculadas a la Operación Cóndor, que implicó ataques terroristas contra los disidentes políticos, incluido el asesinato con coche bomba en Washington en 1976 del que fuera embajador de Chile en Estados Unidos.",https://www.documentcloud.org/documents/2774452-Ovalle-Alfredodoc1.html,Alfredo Ovalle Rodríguez,Presidente de la Confederación Chilena de la Producción y del Comercio (2006-2008),Si,No,No
56,Antiguo asesor de la inteligencia ecuatoriana,Javier Molina Bonilla,ECU,Ecuador,"En 2007 Molina Bonilla y otros tres socios llegaron a un acuerdo con Mossack Fonseca para representar al bufete de abogados panameño en Ecuador. Molina Bonilla negoció los términos para la puesta en marcha de Mossack Fonseca & Co. (Quito) Ltd., constituida en Seychelles con la intención de vender sociedades offshore a clientes ecuatorianos. Molina Bonilla trabajó allí hasta finales de 2011. Luego se trasladó a Corporate Consulting Group Inc., otro bufete de abogados constituido en Anguila por Mossack Fonseca en 2011 que quedó inactivo en 2014. Tras ayudar a constituir Mossack Fonseca Quito, Molina Bonilla era propietario, accionista y/o administrador de casi 20 sociedades que operaban en cinco jurisdicciones offshore distintas, algunas de las cuales permanecieron activas hasta finales de 2015. Durante el periodo en el que Molina Bonilla estuvo vinculado a sociedades offshore, fue director en 2007 de la empresa estatal de servicios aeropuertuarios Avindac, y entre 2014 y 2015, asesor de la Secretaría Nacional de Inteligencia bajo la supervisión directa del presidente de Ecuador.",Gestionaba sociedades offshore siendo asesor de la agencia de inteligencia de Ecuador,"El abogado políglota Javier Molina Bonilla trabajó para la agencia de espionaje de Ecuador, la Secretaría Nacional de Inteligencia (SINSenain). El SIN Senain es un comprador prolífico de tecnología de espionaje. Recientemente salió a la luz que había hackeado las cuentas de correo electrónico y de Facebook de un político de la oposición. Anteriormente, Bonilla había trabajado como representante de Mossack Fonseca en Quito, capital de Ecuador.",https://www.documentcloud.org/documents/2774398-Molina-Javierdoc1.html,Javier Molina Bonilla,Director de la empresa estatal Avindac (2007),Si,Former advisor to Ecuador's Intelligence Agency,Socio
57,Príncipe heredero de Arabia Saudí,Mohammad bin Naif bin Abdulaziz Al-Saud,SAU,Arabia Saudí,"El 1 de octubre de 2007, la sucursal de París del banco suizo UBS compró las sociedades panameñas Alyneth Limited y Havelock Capital Corporation a Mossack Fonseca. Dos días más tarde, UBS dijo que era ""muy urgente"" la apertura de una cuenta bancaria para Havelock Capital Corporation. El mismo día, a Al-Saud se le concedió un poder notarial para ambas sociedades y sus cuentas en el banco UBS. En marzo de 2014, Al-Saud cerró la cuenta bancaria de Havelock, y la sociedad quedó inactiva en abril de 2014.",Banqueros de UBS utilizaron sociedades offshore para abrir cuentas bancarias al príncipe heredero de Arabia Saudí,"Mohammad bin Naif bin Abdulaziz Al-Saud, ministro del Interior de Arabia Saudí y jefe de la lucha contra el terrorismo, es el siguiente en la línea sucesoria después de que el rey Salman lo ascendiera dos veces en la línea de sucesión en 2015. Con fama de inteligente y pragmático, el príncipe heredero se ha centrado principalmente en contrarrestar las amenazas del autodenominado Estado Islámico y de Al Qaeda en la Península Arábiga. Ha sobrevivido a varios intentos de asesinato, incluido un atentado suicida perpetrado en 2009 por un miembro de Al Qaeda en la Península Arábiga. Se le considera un sólido aliado de Estados Unidos, aunque su apoyo a reformas civiles y los derechos humanos ha sido puesto en duda. Ha cosechado reproches por su manejo de la investigación sobre la muerte de miles de peregrinos en La Meca el pasado septiembre.",https://www.documentcloud.org/documents/2774386-Al-Saud-Mohammaddoc1.html,Mohammad bin Naif bin Abdulaziz Al-Saud,"Príncipe heredero (2015-presente); príncipe heredero sustituto (2015); ministro del Interior, noviembre (2012-presente); viceministro del Interior (2012); ministro adjunto del Interior para Asuntos de Seguridad (1999-2012).",Si,No,No
58,Expresidente de Sudán,Ahmad Ali al-Mirghani,SDN,Sudán,"Al-Mirghani era el propietario de la sociedad Orange Star Corporation Limited, constituida en 1995 en las Islas Vírgenes Británicas. Ese mismo año, Orange Star Corporation adquirió mediante un contrato de leasing un apartamento en una zona pudiente de Londres, al norte de Hyde Park, por más de 600.000 dólares. Cuando falleció, al-Mirghani tenía activos valorados en 2,72 millones de dólares a través de esta sociedad.",Sociedad offshore propietaria de un apartamento en Londres,"Fallecido en noviembre de 2008, Ahmad Ali al-Mirghani fue presidente democráticamente electo de Sudán desde mayo de 1986 hasta ser derrocado en junio de 1989 por un golpe de Estado orquestado por el actual presidente, el general Omar al-Bashir. Al-Mirghani pertenecía a una familia eminente que ha rastreado su linaje hasta el profeta Mahoma. Tras el golpe, al-Mirghani se exilió a Egipto, desde donde mantuvo un importante papel desde el Partido de la Unión Democrática en la oposición. Vivió en Egipto hasta su muerte.",https://www.documentcloud.org/documents/2778729-Al-Mirghani-Ahmaddoc1.html,Ahmad Ali al-Mirghani,Presidente de Sudán (1986-1989).,Si,No,No
59,Alto oficial ecuatoriano de amplia trayectoria,Galo Chiriboga,ECU,Ecuador,"En 1999 el abogado profesional Chiriboga fue contratado para cobrar una deuda de una pareja que tenía una casa en la exclusiva zona residencial de La Viña. En noviembre de ese año, Chiriboga registró Madrigal Finance Corp. en Panamá, y en diciembre, con el fin de comprar la casa, la sociedad le otorgó un poder notarial con ""plena potestad para fijar el precio de la propiedad”. Madrigal Finance hizo la compra por menos de 2.800 dólares. Posteriormente, los antiguos propietarios demandaron a Chiriboga por fraude, pues estimaban que el valor aproximado era un millón de dólares. La sentencia judicial favoreció a Chiriboga y consideró que la pareja no había demostrado el valor real de la propiedad. Desde 2005, cuando fue nombrado ministro de Trabajo, hasta ahora como fiscal general de Ecuador, ha sido poco consistente al aclarar su vinculación con esta sociedad en su declaración patrimonial. Semanas antes de su toma de posesión como fiscal general en julio de 2011, su esposa María Victoria Espinal pidió a Mossack Fonseca que Chiriboga y otros administradores de Madrigal no figuraran más como tales y fueran reemplazados por testaferros suministrados por la firma de abogados panameña, a pesar de que su marido continúa siendo el único accionista.","Una sociedad offshore consiguió por una ganga una casa en un barrio exclusivo, lo que motivó una demanda","Galo Chiriboga es un abogado y político ecuatoriano, y actualmente fiscal general de Ecuador. Anteriormente fue ministro de Trabajo, ministro de Minas y Petróleo y embajador en España. Es pariente lejano del presidente de Ecuador, Rafael Correa.",https://www.documentcloud.org/documents/2774371-Chiriboga-Galodoc1.html,Galo Chiriboga,Fiscal general de Ecuador (2011-presente),Si,No,No
60,Former prime minister of Jordan,Ali Abu al-Ragheb,JOR,Jordania,"En julio de 2003, pocos meses antes de dimitir como primer ministro, Ali Abu al-Ragheb y su esposa Yusra se convirtieron en administradorse de la sociedad de Islas Vírgenes Británicas Jaar Investment Ltd., con una cuenta en el Arab Bank de Ginebra (Suiza). La compañía quedó inactiva en agosto de 2008. A principios de 2008 se convirtieron en administradores de Jay Investment Holdings Ltd, también radicada en Islas Vírgenes Británicas. En ninguno de los casos se identificaron las actividades de las sociedades. Hasta diciembre de 2014, al-Ragheb también era dueño de tres sociedades en Seychelles. Sus hijos figuraban como administradores de varias sociedades de Islas Vírgenes Británicas, entre las cuales figuraba Desertstar Investment Capital Ltd., que también tenía una cuenta en el Arab Bank de Ginebra y que se utilizó para invertir en Jordania.",Al-Ragheb fue administrador de sociedades offshore de Islas Vírgenes Británicas y propietario de otras sociedades de Seychelles,"La carrera del jordano Ali Abu al-Ragheb, un ingeniero formado en Estados Unidos, le llevó desde el mundo de los negocios, donde fue ejecutivo de una empresa de ingeniería durante casi 20 años, a la vida pública en el Parlamento y en ministerios, donde supervisó en sectores como industria, comercio, energía y recursos minerales. Desarrolló planes para la futura zona económica especial del rey Abdullah II en el puerto de Aqaba, una tarea que le ayudó a convertirse en el favorito del rey para el cargo de primer ministro en 2000. A pesar de que Ragheb se centró en impulsar la economía y en atraer inversión extranjera, su mandato se vio afectado por la represión de las libertades civiles ante el creciente malestar por la invasión de Irak por parte de Estados Unidos y el retraso en las reformas políticas. Dimitió en 2003 y se incorporó a los consejos de administración de destacadas compañías financieras y de seguros jordanas.",https://www.documentcloud.org/documents/2778700-Abu-Ragheb-Alidoc1.html,Ali Abu al-Ragheb,Primer ministro de Jordania y ministro de Defensa (19 de junio de 2000- 25 de octubre de 2003),Si,No,No
61,Ministro argelino de Industria y Minería,Abdeslam Bouchouareb,DZA,Argelia,"Desde julio de 2015, Abdeslam Bouchouareb ha sido el único propietario de la sociedad panameña Royal Arrival Corp., constituida en abril de 2015, mediante la cual tenía una cuenta bancaria suiza en NBAD Private Bank SA. Bouchouareb gestionaba Royal Arrival Corp. a través de la sociedad luxemburguesa Compagnie d'Etude et de Conseil (CEC). En los correos electrónicos enviados a Mossack Fonseca, CEC indicó que las actividades de Royal Arrival Corp. consistían en representación comercial y negociación, contratos comerciales, obras públicas, y transporte ferroviario y marítimo en Turquía, Reino Unido y Argelia. Cuando Mossack Fonseca solicitó información sobre Bouchouareb, un formulario enviado por CEC lo identificó como el ""ministro de Industria y Minería"".","Una sociedad offshore declaró ser utilizada para operaciones en Turquía, Reino Unido y Argelia","Abdeslam Bouchouareb es miembro del Parlamento y actual ministro de Industria y Minería en Argelia. Antiguo hombre de negocios, Bouchouareb entró en política en 1994, y fue ministro de Industria a partir de 1996, de Empleo desde 2000 y vicepresidente de la Asamblea Nacional en 2012. En 2014, el mismo año en el que se convirtió en ministro de Industria y Minería, Bouchouareb trabajó como director de comunicación del presidente de Argelia, Abdelaziz Bouteflika.",https://www.documentcloud.org/documents/2782980-Abdessalam-Bouchouarebdoc1r.html,Abdeslam Bouchouareb,Ministro argelino de Industria y Minas (2014-presente),Si,No,No
62,Juez decano de Botswana,Ian Kirby,BWA,Botswana,"Kirby, presidente del Tribunal de Apelaciones de Botswana, fue uno de las docenas de accionistas de siete sociedades en Islas Vírgenes Británicas. Apareció por primera vez en documentos enviados a Mossack Fonseca como accionista de Bellbrook Estates Limited en mayo de 2005, cuando Kirby era fiscal general de Botswana. Bellbrook Estates Limited llevó a cabo actividades no especificadas en Reino Unido, según una lista de Mossack Fonseca de 2014 de sociedades activas para las que sirvió como agente intermediario. Aunque no hay detalles específicos sobre las sociedades offshore en las que Kirby tenía acciones, al menos tres de estas sociedades de Islas Vírgenes Británicas tenían propiedades, incluidos inmuebles comerciales, en Reino Unido.","Uno de muchos accionistas en sociedades offshore, algunas con propiedades en Reino Unido","Nacido en 1945, Ian Stuart Kirby es presidente del Tribunal de Apelaciones de Botswana desde 2010. Abogado particular y especialista en derecho fiscal, Kirby fue fiscal general adjunto en Botswana de 1990 a 2000 y juez del Tribunal Supremo desde 2000 hasta finales de 2003, cuando ascendió al puesto de fiscal general. Finalmente regresó a la bancada del Tribunal Supremo en 2006. Kirby constituyó la Fundación Mokolodi para la Vida Salvaje y fue el ponente principal durante una comisión que llevó a la creación de la Dirección de Corrupción y Delitos Económicos de Botswana.",https://www.documentcloud.org/documents/2774321-Kirby-Iandoc1.html,Ian Kirby,Presidente de la Corte de Apelación de Botswana (2010-actualidad),Si,No,No
63,Secretario personal del rey de Marruecos,Mounir Majidi,MAR,Marruecos,"En marzo de 2006, Mounir Majidi recibió un poder notarial con privilegios en SMCD Limited, constituida en Islas Vírgenes Británicas en 2005. En enero de 2006, SMCD Limited autorizó la compra de un velero de lujo de la década de 1930, el 'Aquarius W', y encargó a Majidi la transacción. Tras su adquisición, la goleta está registrada en Marruecos bajo el nuevo nombre de 'El Boughaz I' y ahora es propiedad del rey Mohammed VI. SMCD Limited también se utilizó para hacer un préstamo con propósito desconocido a la sociedad luxemburguesa Logimed Investments Co., Sàrl. SMCD Limited se liquidó en 2013. Majidi también fue administrador de la compañía luxemburguesa Immobiliere Orion S.A., que obtuvo un préstamo de 42 millones de dólares en 2003 de una sociedad constituida por Mossack Fonseca para comprar y reformar un apartamento de lujo en París. El dueño de la empresa que prestó el dinero no ha sido identificado.",Se utilizó una sociedad en Islas Vírgenes Británicas para comprar una goleta de la década de 1930 utilizada por el rey de Marruecos,"Hombre de negocios y emprendedor con un MBA de la Pace University en Nueva York, Mounir Majidi se convirtió en el secretario personal del rey Mohamed VI de Marruecos en el año 2000. Dos años más tarde, el rey nombró a Majidi director de SIGER, el holding de la familia real marroquí con participaciones en empresas mineras, de agricultura y de telecomunicaciones. Como director de la asociación sin ánimo de lucro Maroc Cultures, Majidi organiza cada año un popular festival de músicas del mundo, frecuentado por celebridades y conocido como el Festival Mawazine en Rabat. Fue también presidente de un equipo de fútbol de Rabat.",https://www.documentcloud.org/documents/2774265-El-Majidi-Mohammeddoc1.html,Mounir Majidi,No ,No,Secretario,Socio
